Price,Close,High,Low,Open,Volume
Ticker,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS
Date,,,,,
2017-11-17,337.629150390625,361.5355609039544,300.78974850274795,303.7290620060321,168836552
2017-11-20,348.16168212890625,351.6398577312926,337.0412736603548,337.7271254215048,14650240
2017-11-21,377.50579833984375,410.426113756897,345.3693177542927,349.190419119611,43078194
2017-11-22,387.20556640625,399.7466250355022,379.07344800582354,380.1512022396442,15227642
2017-11-23,367.2671813964844,384.0702488015022,363.5930399857557,382.1107067157803,12300150
2017-11-24,363.201171875,375.2523448810572,358.694218671837,368.44292352951555,9463228
2017-11-27,372.6559753417969,376.722019770191,363.49510880296714,363.49510880296714,3832223
2017-11-28,374.4685363769531,378.5835571666635,370.45146877966476,375.2523413177812,2409447
2017-11-29,370.15753173828125,376.91797665243746,368.49193870890014,374.6644850476378,1657909
2017-11-30,363.9849853515625,372.11707400631855,363.2991335805741,372.11707400631855,2536960
2017-12-01,365.2096862792969,371.87211795890295,360.5557734427398,366.14048080670506,1904781
2017-12-04,355.46099853515625,367.3162366733988,354.6771934930599,366.4834251285179,1323453
2017-12-05,355.02008056640625,358.4982561729757,349.92525864950215,353.697383539879,1806017
2017-12-06,360.898681640625,364.18092072359946,351.2969071605767,353.59937516805076,3331373
2017-12-07,380.44512939453125,382.0127692302775,362.56430572797973,362.56430572797973,3350792
2017-12-08,381.4248962402344,387.7934087069751,377.7997609300814,382.110748004442,2494845
2017-12-11,373.0968322753906,384.31522361179077,371.3822328073967,379.17142520780885,1029719
2017-12-12,376.0361328125,379.17141226418653,369.42267794742696,373.19480262829455,2564559
2017-12-13,373.0968322753906,381.3759102380868,370.843370648981,378.6325630493932,747787
2017-12-14,376.5260314941406,378.19165436725376,369.37371423951987,375.1053813025953,1261422
2017-12-15,375.0118103027344,384.20521033244876,373.7335963976104,381.50127091232275,1698848
2017-12-18,371.1280212402344,376.88001433414854,366.0151051496077,373.6352987423799,1399027
2017-12-19,368.6207275390625,374.56941302203484,366.01511885941585,371.66881109162983,1641589
2017-12-20,368.8664855957031,371.3737928267294,365.2776266247672,371.1279801573991,2251770
2017-12-21,369.7514343261719,375.40512616606094,368.7190330362431,372.8978487439872,1448962
2017-12-22,368.27655029296875,374.0285730862158,367.93243654132965,369.94808854277767,775946
